,is_canonical,random_bunching,random_grouping,qapres_heu_da,res_heu_da,time_heu_da,perm
0,True,False,False,5800888,918.0,"[1123.225826740265, 69.3967866897583, 30.349]","[88 89 87 86 85 83 81 82 84 80 79 78 77 76 75 74 73 72 71 69 70 66 68 65
 67 64 63 61 62 60 58 59 56 57 55 54 52 53 51 49 50 46 47 48 45 41 43 44
 42 40 38 37 39 33 36 35 34 30 31 32 28 29 27 26 24 22 21 20 17 18 16 19
 14  6 15 10  2 11  1  5  0 12  9 13  7 25  8  3 23  4]"
