,is_canonical,random_bunching,random_grouping,qapres_heu_da,res_heu_da,time_heu_da,perm
0,True,False,False,113180735,3534.0,"[81.70481634140015, 0.16345810890197754, 3.664, 6622.744915962219, 435.76034903526306, 90.74799999999999]","[240 242 237 164 195 177 236 238 155 246 173 168 172 151 247 229 174 170
 188 152 189 160 154 166 241 239 165 232 167 228  78  87  83 156  88  73
  70  56 161 163 158  75 171 159  89 175  71  76 169 176 179  77 138 149
 157  80 178  72 162  52 180 148  67  65 191 198 186 225  86 185 183  62
 235  69  24  81 230 193  84  55 231  63  57 233 234 187 184  79 181 227
 182 190  82 192 226 147  74 146 150  49  48  68 144  47 145 135  85 153
  51  59 137 142 127  58  61  46  64  60  54 140  45  34  66 143 139  44
 136  41  53  43  39  33  50 130 131  42  19 126  36  27  38  37  40 133
 129 128 112  35  20 132  23  15 125 134 116 117  22 101 120  25  30 141
  32  26 124 121 111   1 114 118 106 119 113 122 123 104  31 115  16  13
 107 105   8   9  14 102  17   7 110  10  12  18 103  96  99 109 100  97
 108   2   3  94   0  29  98  92  11  95  91  21  93   6  90  28   5   4
 221 217 204 219 254 245 265 264 213 243 216 253 266 209 260 200 224 212
 255 267 208 210 218 263 207 211 261 262 215 222 223 220 252 248 258 249
 257 268 269 256 259 244 206 203 196 197 250 205 194 202 201 199 214 251]"
