tai30b.dat 967833574 1.913 1039014263 8.724660396575928
tai30b.dat 986462827 1.91 975151720 8.524151802062988
tai30b.dat 1003525481 1.912 1077089137 8.60828709602356
tai30b.dat 937658475 1.917 976177359 8.65839171409607
tai80b.dat 1025218303 20.901 1090641399 389.7008457183838
tai80b.dat 1076163380 20.97 1132983079 409.3611376285553
tai80b.dat 1124370953 20.946 1037189704 411.48605728149414
tai80b.dat 1009126606 20.971 1160661570 430.0929799079895
tai80b.dat 1065627603 20.95 1017631335 427.9101347923279
tai80b.dat 1123631610 20.939 1092293248 424.8204417228699
tai35b.dat 494612441 13.799467086791992
tai35b.dat 474397187 13.661762952804565
tai35b.dat 444826968 16.455571174621582
tai35b.dat 451988218 16.471425771713257
tai30a.dat 2209310 11.643954992294312
tai30a.dat 2183708 11.299274444580078
tai30a.dat 2241244 12.6718590259552
